Economy ISO3,Economy Name,Indicator ID,Indicator,Attribute 1,Attribute 2,Attribute 3,Partner,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
ARG,Argentina,ITU.DDD.2,Female Internet users as a % of total female population,Actual,-,-,-,,,,,,,70.1,73.5,,,,86.5,88.1,
ARG,Argentina,ITU.DDD.20,Internet users: 75+ years as a % of all 75+ years,Actual,-,-,-,,,,,,,16.0,22.7,,,,42.2,,
ARG,Argentina,ITU.DDD.21,Male Internet users as a % of total male population,Actual,-,-,-,,,,,,,71.9,75.2,,,,87.8,88.7,
ARG,Argentina,ITU.DDD.22,Male mobile phone ownership as a % of total male population,Actual,-,-,-,,,,,,,,,,,,,89.4,
ARG,Argentina,ITU.DDD.23,Mobile broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.2,1.3,1.1,1.4,0.5,
ARG,Argentina,ITU.DDD.24,Mobile cellular basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,3.3,3.9,3.7,2.1,0.5,
ARG,Argentina,ITU.DDD.25,Mobile data and voice basket (high consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,8.1,9.7,9.0,4.0,0.6,
ARG,Argentina,ITU.DDD.26,Mobile data and voice basket (low consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,4.7,5.6,4.9,3.5,0.5,
ARG,Argentina,ITU.DDD.27,Mobile-cellular subscriptions per 100 inhabitants,Actual,-,-,-,138.9,146.2,153.3,158.9,143.0,143.0,145.9,140.5,131.9,125.9,121.6,130.5,131.2,
ARG,Argentina,ITU.DDD.29,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),Actual,-,-,-,,,,,,,,1387.5,,2718.4,2850.6,3184.1,,
ARG,Argentina,ITU.DDD.3,Female mobile phone ownership as a % of total female population,Actual,-,-,-,,,,,,,,,,,,,89.2,
ARG,Argentina,ITU.DDD.30,Population covered by a mobile-cellular network (%),Actual,-,-,-,,,,,,,98.0,98.0,98.0,98.0,98.9,98.9,98.9,
ARG,Argentina,ITU.DDD.30,Population covered by a mobile-cellular network (%),Estimate,-,-,-,,,,,,98.0,,,,,,,,
ARG,Argentina,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Actual,-,-,-,,,,,,,95.0,95.0,95.0,95.0,98.5,98.5,98.5,
ARG,Argentina,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Estimate,-,-,-,,,72.1,77.7,80.0,90.0,,,,,,,,
ARG,Argentina,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Actual,-,-,-,,,,,,,85.0,85.0,90.8,91.2,97.7,97.7,97.7,
ARG,Argentina,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Estimate,-,-,-,,,,,0.0,65.0,,,,,,,,
ARG,Argentina,ITU.DDD.33,Total fixed broadband subscriptions,Actual,-,-,-,4028238.0,4572023.0,5148583.0,6251020.0,6519458.0,6855837.0,7251673.0,7842778.0,8473655.0,8793181.0,9571562.0,10489794.0,11208114.0,
ARG,Argentina,ITU.DDD.4,Fixed broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,4.7,5.5,7.0,4.8,5.7,
ARG,Argentina,ITU.DDD.5,Fixed broadband subscriptions per 100 inhabitants,Actual,-,-,-,9.8,11.0,12.3,14.7,15.2,15.8,16.6,17.8,19.1,19.7,21.3,23.2,24.6,
ARG,Argentina,ITU.DDD.6,Fixed broadband subscriptions: >10 Mbit/s,Actual,-,-,-,,,,,520750.0,575890.0,1246141.0,2699858.0,4528809.0,5673102.0,6593596.0,8575190.0,9408211.0,
ARG,Argentina,ITU.DDD.7,Fixed broadband subscriptions: 2 to 10 Mbit/s,Actual,-,-,-,,,,,5387566.0,5656055.0,5644433.0,4778704.0,3466070.0,2713579.0,2613474.0,1567788.0,1292866.0,
ARG,Argentina,ITU.DDD.8,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,Actual,-,-,-,,,,,601142.0,623882.0,254122.0,236515.0,339936.0,206338.0,179390.0,155013.0,119662.0,
ARG,Argentina,ITU.DDD.9,Fixed-telephone subscriptions per 100 inhabitants,Actual,-,-,-,24.1,23.4,22.5,22.8,22.9,23.3,23.3,22.1,22.0,17.3,16.3,16.8,15.5,
ARM,Armenia,ITU.DDD.1,Active mobile-broadband subscriptions per 100 inhabitants,Actual,-,-,-,12.0,27.4,29.5,31.8,35.3,41.8,56.2,66.1,75.9,82.6,83.7,90.6,102.0,
ARM,Armenia,ITU.DDD.10,Households with a computer at home (%),Actual,-,-,-,20.0,28.7,38.9,49.2,57.0,61.9,73.7,64.6,62.2,57.9,63.8,59.1,49.9,
ARM,Armenia,ITU.DDD.11,Households with Internet access at home (%),Actual,-,-,-,13.6,22.2,34.5,49.5,52.4,57.8,74.7,64.7,67.6,76.4,87.2,90.1,89.7,
ARM,Armenia,ITU.DDD.12,"Households with Internet access at home, rural (%)",Actual,-,-,-,3.8,,18.1,,,,68.7,,,74.6,86.7,89.8,91.5,
ARM,Armenia,ITU.DDD.13,"Households with Internet access at home, urban (%)",Actual,-,-,-,18.6,,42.9,,,,77.9,,,77.4,87.5,90.2,88.8,
ARM,Armenia,ITU.DDD.14,Individuals owning a mobile phone (%),Actual,-,-,-,,,,,,,,72.6,76.4,,,,,
ARM,Armenia,ITU.DDD.15,"Individuals using the Internet, total (%)",Actual,-,-,-,,,,41.9,54.6,59.1,64.3,64.7,68.2,66.5,76.5,78.6,77.0,
ARM,Armenia,ITU.DDD.15,"Individuals using the Internet, total (%)",Estimate,-,-,-,25.0,32.0,37.5,,,,,,,,,,,
ARM,Armenia,ITU.DDD.16,International bandwidth per Internet user (kbit/s),Actual,-,-,-,14319.0,27793.4,27449.7,37509.9,38977.3,69469.7,60222.8,112696.9,176279.7,353001.2,275316.2,217620.6,201962.8,
ARM,Armenia,ITU.DDD.17,Internet users: < 15 years as a % of all < 15 years,Actual,-,-,-,,,,,,,54.1,,,,71.9,69.7,64.7,
ARM,Armenia,ITU.DDD.18,Internet users: 15-24 years as a % of all 15-24 years,Actual,-,-,-,,,,,,,82.0,,,,79.1,86.3,85.5,
ARM,Armenia,ITU.DDD.19,Internet users: 25-74 years as a % of all 25-74 years,Actual,-,-,-,,,,,,,69.0,,,,81.5,83.7,83.4,
ARM,Armenia,ITU.DDD.2,Female Internet users as a % of total female population,Actual,-,-,-,,,,40.3,53.0,57.8,63.4,63.4,66.9,67.2,78.1,81.4,79.3,
ARM,Armenia,ITU.DDD.20,Internet users: 75+ years as a % of all 75+ years,Actual,-,-,-,,,,,,,25.8,,,,25.2,31.7,34.8,
ARM,Armenia,ITU.DDD.21,Male Internet users as a % of total male population,Actual,-,-,-,,,,43.8,56.6,60.7,65.5,66.3,69.9,65.8,74.8,75.5,74.4,
ARM,Armenia,ITU.DDD.22,Male mobile phone ownership as a % of total male population,Actual,-,-,-,,,,,,,,72.6,76.0,,,,,
ARM,Armenia,ITU.DDD.23,Mobile broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.5,1.5,1.0,1.1,0.9,
ARM,Armenia,ITU.DDD.24,Mobile cellular basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.8,0.8,1.0,1.1,0.9,
ARM,Armenia,ITU.DDD.25,Mobile data and voice basket (high consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.5,1.5,1.0,1.1,0.9,
ARM,Armenia,ITU.DDD.26,Mobile data and voice basket (low consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.9,0.9,1.0,1.1,0.9,
ARM,Armenia,ITU.DDD.27,Mobile-cellular subscriptions per 100 inhabitants,Actual,-,-,-,131.2,109.6,114.0,115.3,119.7,120.4,119.8,122.3,126.2,128.3,124.4,129.0,135.3,
ARM,Armenia,ITU.DDD.28,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),Actual,-,-,-,,20759.0,31438.7,41142.4,45806.8,81494.2,144845.2,155926.7,211062.8,237660.7,389166.5,382180.3,433975.9,
ARM,Armenia,ITU.DDD.29,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),Actual,-,-,-,,1039.2,1941.3,2707.7,2776.2,2767.2,3101.9,3979.2,3871.0,4648.1,6034.6,6924.5,7636.1,
ARM,Armenia,ITU.DDD.3,Female mobile phone ownership as a % of total female population,Actual,-,-,-,,,,,,,,72.6,76.8,,,,,
ARM,Armenia,ITU.DDD.30,Population covered by a mobile-cellular network (%),Actual,-,-,-,98.9,98.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
ARM,Armenia,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Actual,-,-,-,93.0,95.0,96.3,97.7,98.8,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
ARM,Armenia,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Actual,-,-,-,,,,44.0,46.0,46.5,52.5,90.1,99.1,99.3,100.0,100.0,100.0,
ARM,Armenia,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Estimate,-,-,-,,,17.5,,,,,,,,,,,
ARM,Armenia,ITU.DDD.33,Total fixed broadband subscriptions,Actual,-,-,-,93586.0,,212053.0,243058.0,272885.0,286319.0,299170.0,315319.0,347448.0,385704.0,430407.0,466621.0,510781.0,
ARM,Armenia,ITU.DDD.33,Total fixed broadband subscriptions,Estimate,-,-,-,,160573.0,,,,,,,,,,,,
ARM,Armenia,ITU.DDD.4,Fixed broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,2.9,2.9,3.2,3.5,4.2,
ARM,Armenia,ITU.DDD.5,Fixed broadband subscriptions per 100 inhabitants,Actual,-,-,-,3.2,5.5,7.3,8.4,9.4,9.9,10.4,11.1,12.2,13.7,15.3,16.7,18.4,
ARM,Armenia,ITU.DDD.6,Fixed broadband subscriptions: >10 Mbit/s,Actual,-,-,-,,530.0,14379.0,26349.0,45828.0,95887.0,118039.0,138059.0,166689.0,209306.0,259458.0,329286.0,420905.0,
ARM,Armenia,ITU.DDD.7,Fixed broadband subscriptions: 2 to 10 Mbit/s,Actual,-,-,-,,34348.0,53582.0,112665.0,143033.0,187091.0,175912.0,171326.0,176290.0,172679.0,168843.0,136029.0,89334.0,
ARM,Armenia,ITU.DDD.8,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,Actual,-,-,-,,122785.0,138792.0,95406.0,84024.0,3341.0,5219.0,5934.0,4469.0,3719.0,2106.0,1306.0,542.0,
ARM,Armenia,ITU.DDD.9,Fixed-telephone subscriptions per 100 inhabitants,Actual,-,-,-,20.1,20.0,20.0,19.9,19.8,19.2,18.6,17.6,16.8,16.0,15.2,15.0,13.2,
ATG,Antigua and Barbuda,ITU.DDD.1,Active mobile-broadband subscriptions per 100 inhabitants,Actual,-,-,-,0.0,0.0,13.4,30.9,33.6,34.5,45.3,52.7,,52.1,51.8,51.5,,
ATG,Antigua and Barbuda,ITU.DDD.15,"Individuals using the Internet, total (%)",Actual,-,-,-,,52.0,,,,,,,,,,,,
ATG,Antigua and Barbuda,ITU.DDD.15,"Individuals using the Internet, total (%)",Estimate,-,-,-,47.0,,58.0,63.4,67.8,70.0,73.0,76.2,79.6,83.2,86.9,87.1,91.4,
ATG,Antigua and Barbuda,ITU.DDD.16,International bandwidth per Internet user (kbit/s),Actual,-,-,-,29793.9,28825.4,58012.7,65945.3,71175.7,79418.0,90755.5,93615.9,,,,,,
ATG,Antigua and Barbuda,ITU.DDD.23,Mobile broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,2.3,2.8,2.7,3.1,3.0,
ATG,Antigua and Barbuda,ITU.DDD.24,Mobile cellular basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,2.0,2.0,1.9,2.2,2.1,
ATG,Antigua and Barbuda,ITU.DDD.25,Mobile data and voice basket (high consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,2.5,2.8,2.7,3.1,3.0,
ATG,Antigua and Barbuda,ITU.DDD.26,Mobile data and voice basket (low consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,2.5,2.8,2.7,3.1,3.0,
ATG,Antigua and Barbuda,ITU.DDD.27,Mobile-cellular subscriptions per 100 inhabitants,Actual,-,-,-,196.0,202.9,145.3,129.2,134.5,195.7,198.8,201.9,,199.7,198.6,197.4,,
ATG,Antigua and Barbuda,ITU.DDD.29,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),Actual,-,-,-,,,,,,,2016.3,,,,,,,
ATG,Antigua and Barbuda,ITU.DDD.30,Population covered by a mobile-cellular network (%),Actual,-,-,-,100.0,100.0,100.0,100.0,99.0,99.0,99.0,,,99.0,99.0,,,
ATG,Antigua and Barbuda,ITU.DDD.30,Population covered by a mobile-cellular network (%),Estimate,-,-,-,,,,,,,,99.0,,,,99.0,,
ATG,Antigua and Barbuda,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Actual,-,-,-,0.0,0.0,98.0,98.0,98.0,,,,,99.0,99.0,,,
ATG,Antigua and Barbuda,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Estimate,-,-,-,,,,,,98.0,99.0,99.0,,,,99.0,,
ATG,Antigua and Barbuda,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Actual,-,-,-,,,,,,,,,,99.0,99.0,,,
ATG,Antigua and Barbuda,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Estimate,-,-,-,,,65.0,78.6,80.0,98.0,99.0,99.0,,,,99.0,,
ATG,Antigua and Barbuda,ITU.DDD.33,Total fixed broadband subscriptions,Actual,-,-,-,7119.0,6000.0,13070.0,15647.0,10754.0,,9261.0,,,8000.0,8000.0,,,
ATG,Antigua and Barbuda,ITU.DDD.33,Total fixed broadband subscriptions,Estimate,-,-,-,,,,,,10000.0,,9000.0,,,,8000.0,,
ATG,Antigua and Barbuda,ITU.DDD.4,Fixed broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,3.7,3.7,3.1,5.0,4.8,
ATG,Antigua and Barbuda,ITU.DDD.5,Fixed broadband subscriptions per 100 inhabitants,Actual,-,-,-,8.3,6.9,14.9,17.7,12.1,11.1,10.2,9.9,,8.7,8.6,8.6,,
ATG,Antigua and Barbuda,ITU.DDD.6,Fixed broadband subscriptions: >10 Mbit/s,Actual,-,-,-,,,5.0,5.0,,,,,,,,,,
ATG,Antigua and Barbuda,ITU.DDD.7,Fixed broadband subscriptions: 2 to 10 Mbit/s,Actual,-,-,-,,,220.0,1051.0,3831.0,,,,,,,,,
ATG,Antigua and Barbuda,ITU.DDD.8,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,Actual,-,-,-,,,4005.0,3094.0,6923.0,,3655.0,,,,,,,
ATG,Antigua and Barbuda,ITU.DDD.9,Fixed-telephone subscriptions per 100 inhabitants,Actual,-,-,-,42.4,40.9,37.8,37.4,22.3,22.2,24.8,26.3,,29.3,29.1,29.0,,
AUS,Australia,ITU.DDD.1,Active mobile-broadband subscriptions per 100 inhabitants,Actual,-,-,-,56.4,81.0,97.0,111.6,115.2,127.0,130.4,134.1,129.2,129.1,123.4,122.0,126.4,
AUS,Australia,ITU.DDD.10,Households with a computer at home (%),Actual,-,-,-,,82.6,,,,83.0,,82.4,,,,,,
AUS,Australia,ITU.DDD.11,Households with Internet access at home (%),Actual,-,-,-,,78.9,,82.7,,85.9,,86.1,,,,,,
AUS,Australia,ITU.DDD.12,"Households with Internet access at home, rural (%)",Actual,-,-,-,,76.7,,82.5,,82.2,,84.1,,,,,,
AUS,Australia,ITU.DDD.13,"Households with Internet access at home, urban (%)",Actual,-,-,-,,79.2,,82.7,,86.3,,86.3,,,,,,
AUS,Australia,ITU.DDD.15,"Individuals using the Internet, total (%)",Actual,-,-,-,,79.5,79.0,83.5,,84.6,,86.5,,,,,,
AUS,Australia,ITU.DDD.15,"Individuals using the Internet, total (%)",Estimate,-,-,-,76.0,,,,84.0,,86.5,,90.0,93.6,94.7,95.0,94.9,
AUS,Australia,ITU.DDD.16,International bandwidth per Internet user (kbit/s),Actual,-,-,-,41829.6,50644.0,61260.4,67400.9,22825.9,27801.9,38206.3,67193.8,,,,,,
AUS,Australia,ITU.DDD.18,Internet users: 15-24 years as a % of all 15-24 years,Actual,-,-,-,,95.5,,96.5,,97.8,,97.5,,,,,,
AUS,Australia,ITU.DDD.19,Internet users: 25-74 years as a % of all 25-74 years,Actual,-,-,-,,81.0,,85.7,,86.1,,89.1,,,,,,
AUS,Australia,ITU.DDD.2,Female Internet users as a % of total female population,Actual,-,-,-,,78.4,,82.8,,84.9,,86.1,,,,,,
AUS,Australia,ITU.DDD.20,Internet users: 75+ years as a % of all 75+ years,Actual,-,-,-,,23.6,,27.8,,32.0,,35.3,,,,,,
AUS,Australia,ITU.DDD.21,Male Internet users as a % of total male population,Actual,-,-,-,,80.6,,84.1,,84.2,,87.0,,,,,,
AUS,Australia,ITU.DDD.23,Mobile broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.5,0.5,0.8,0.2,0.2,
AUS,Australia,ITU.DDD.24,Mobile cellular basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.8,0.8,0.8,0.5,0.5,
AUS,Australia,ITU.DDD.25,Mobile data and voice basket (high consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.8,0.8,0.8,0.5,0.5,
AUS,Australia,ITU.DDD.26,Mobile data and voice basket (low consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.8,0.8,0.8,0.5,0.5,
AUS,Australia,ITU.DDD.27,Mobile-cellular subscriptions per 100 inhabitants,Actual,-,-,-,102.2,106.4,107.1,107.9,106.8,108.2,109.7,108.4,110.7,110.3,105.2,105.3,109.6,
AUS,Australia,ITU.DDD.28,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),Actual,-,-,-,9087.1,16133.7,25026.9,38308.9,51021.5,70176.7,98431.4,129281.3,158611.2,210449.2,282154.7,323774.6,376356.7,
AUS,Australia,ITU.DDD.29,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),Actual,-,-,-,,452.0,566.8,682.5,955.8,1266.8,1849.3,2728.9,4080.4,7049.6,8946.1,11145.9,13475.0,
AUS,Australia,ITU.DDD.30,Population covered by a mobile-cellular network (%),Actual,-,-,-,99.0,99.0,99.0,99.0,99.0,99.0,99.3,99.4,99.4,99.5,99.5,99.5,99.8,
AUS,Australia,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Actual,-,-,-,99.0,99.0,99.0,99.0,99.0,99.0,99.3,99.4,99.4,99.5,99.5,99.5,99.8,
AUS,Australia,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Actual,-,-,-,,,,,,94.0,98.0,99.0,99.2,99.4,99.5,99.5,99.7,
AUS,Australia,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Estimate,-,-,-,,,52.2,85.0,95.0,,,,,,,,,
AUS,Australia,ITU.DDD.33,Total fixed broadband subscriptions,Actual,-,-,-,5510000.0,5552000.0,5735000.0,5981000.0,6536000.0,6828000.0,7374000.0,7922000.0,8427316.0,8802600.0,9099619.0,9301738.0,9182335.0,
AUS,Australia,ITU.DDD.4,Fixed broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.2,1.2,1.2,1.3,1.2,
AUS,Australia,ITU.DDD.5,Fixed broadband subscriptions per 100 inhabitants,Actual,-,-,-,25.0,24.8,25.2,25.9,27.8,28.7,30.5,32.2,33.7,34.7,35.4,35.9,35.1,
AUS,Australia,ITU.DDD.6,Fixed broadband subscriptions: >10 Mbit/s,Actual,-,-,-,4431000.0,5199000.0,,,,,,3467306.0,4794389.0,6601864.0,8106878.0,8594932.0,8730408.0,
AUS,Australia,ITU.DDD.7,Fixed broadband subscriptions: 2 to 10 Mbit/s,Actual,-,-,-,4067000.0,5115000.0,4213000.0,4159000.0,3305000.0,2183000.0,2158000.0,,,,,,,
AUS,Australia,ITU.DDD.8,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,Actual,-,-,-,1240000.0,808000.0,609000.0,332000.0,175000.0,118000.0,92000.0,,,,,,,
AUS,Australia,ITU.DDD.9,Fixed-telephone subscriptions per 100 inhabitants,Actual,-,-,-,48.3,47.3,46.1,44.8,39.2,35.7,35.0,34.4,32.8,24.5,21.3,25.9,24.5,
AUT,Austria,ITU.DDD.1,Active mobile-broadband subscriptions per 100 inhabitants,Actual,-,-,-,33.0,46.0,56.3,64.5,67.0,69.8,86.8,97.5,104.0,108.3,108.2,105.3,121.3,
AUT,Austria,ITU.DDD.10,Households with a computer at home (%),Actual,-,-,-,76.2,78.1,81.3,80.9,,82.1,,85.4,,,,,,
AUT,Austria,ITU.DDD.11,Households with Internet access at home (%),Actual,-,-,-,72.9,75.4,79.3,80.9,81.0,82.4,85.1,88.8,88.8,89.9,90.4,95.0,93.2,
AUT,Austria,ITU.DDD.15,"Individuals using the Internet, total (%)",Actual,-,-,-,75.2,78.7,80.0,80.6,81.0,83.9,84.3,87.9,87.5,87.8,87.5,92.5,93.6,
AUT,Austria,ITU.DDD.16,International bandwidth per Internet user (kbit/s),Actual,-,-,-,54965.2,64689.9,75681.7,106513.6,47674.4,49624.6,53618.0,52351.8,,,,,,
AUT,Austria,ITU.DDD.18,Internet users: 15-24 years as a % of all 15-24 years,Actual,-,-,-,95.6,98.1,99.1,99.2,97.9,99.3,,,99.1,,,,100.0,
AUT,Austria,ITU.DDD.19,Internet users: 25-74 years as a % of all 25-74 years,Actual,-,-,-,71.7,75.4,76.8,77.5,78.2,81.4,,86.1,85.7,,,,92.7,
AUT,Austria,ITU.DDD.2,Female Internet users as a % of total female population,Actual,-,-,-,70.7,73.8,76.0,77.0,77.2,79.7,80.7,85.2,85.4,85.3,85.9,90.9,92.9,
AUT,Austria,ITU.DDD.21,Male Internet users as a % of total male population,Actual,-,-,-,79.7,83.8,84.1,84.3,84.9,88.3,88.0,90.7,89.5,90.3,89.2,94.2,94.4,
AUT,Austria,ITU.DDD.23,Mobile broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.3,0.3,0.3,0.3,0.2,
AUT,Austria,ITU.DDD.24,Mobile cellular basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.1,0.1,0.1,0.1,0.1,
AUT,Austria,ITU.DDD.25,Mobile data and voice basket (high consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.9,0.4,0.2,0.2,0.2,
AUT,Austria,ITU.DDD.26,Mobile data and voice basket (low consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.9,0.3,0.2,0.2,0.2,
AUT,Austria,ITU.DDD.27,Mobile-cellular subscriptions per 100 inhabitants,Actual,-,-,-,146.4,155.2,161.2,156.5,151.6,155.9,126.8,123.4,124.2,120.8,120.3,122.0,122.9,
AUT,Austria,ITU.DDD.28,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),Actual,-,-,-,,,,,,,,,,130570.9,153179.7,178981.9,189695.8,
AUT,Austria,ITU.DDD.29,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),Actual,-,-,-,603.8,863.8,1228.6,1677.0,2327.3,4006.5,6371.9,10302.2,13868.3,17322.5,23682.4,29084.9,29498.4,
AUT,Austria,ITU.DDD.30,Population covered by a mobile-cellular network (%),Actual,-,-,-,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,
AUT,Austria,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Actual,-,-,-,96.0,96.0,96.0,96.0,,,98.0,98.0,98.0,98.0,98.0,98.0,98.0,
AUT,Austria,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Estimate,-,-,-,,,,,97.0,98.0,,,,,,,,
AUT,Austria,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Actual,-,-,-,,,,,,,98.0,98.0,98.0,98.0,98.0,98.0,98.0,
AUT,Austria,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Estimate,-,-,-,,,31.6,58.4,85.0,98.0,,,,,,,,
AUT,Austria,ITU.DDD.33,Total fixed broadband subscriptions,Actual,-,-,-,2050400.0,2097700.0,2130200.0,2232500.0,2359000.0,2455500.0,2523300.0,2511400.0,2521200.0,2518900.0,2606000.0,2623199.0,2649991.0,
AUT,Austria,ITU.DDD.4,Fixed broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.8,0.8,0.8,0.8,0.7,
AUT,Austria,ITU.DDD.5,Fixed broadband subscriptions per 100 inhabitants,Actual,-,-,-,24.5,25.0,25.3,26.3,27.6,28.4,28.9,28.5,28.5,28.4,29.3,29.4,29.6,
AUT,Austria,ITU.DDD.6,Fixed broadband subscriptions: >10 Mbit/s,Actual,-,-,-,,759000.0,855000.0,985000.0,1139100.0,1312000.0,1423300.0,1468493.0,1751100.0,1881617.0,2232663.0,2330607.0,2411690.0,
AUT,Austria,ITU.DDD.7,Fixed broadband subscriptions: 2 to 10 Mbit/s,Actual,-,-,-,,1316000.0,1296000.0,1217000.0,1209400.0,962800.0,937000.0,1038972.0,767100.0,636736.0,371275.0,292592.0,238301.0,
AUT,Austria,ITU.DDD.8,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,Actual,-,-,-,,26000.0,20000.0,13000.0,10500.0,180700.0,163000.0,3636.0,3000.0,547.0,2062.0,1902.0,,
AUT,Austria,ITU.DDD.9,Fixed-telephone subscriptions per 100 inhabitants,Actual,-,-,-,40.6,40.4,40.1,39.3,41.2,41.8,40.8,42.2,42.3,41.9,42.5,42.7,41.1,
AZE,Azerbaijan,ITU.DDD.1,Active mobile-broadband subscriptions per 100 inhabitants,Actual,-,-,-,5.0,7.4,28.0,43.0,60.0,59.4,54.8,55.4,58.4,60.9,68.6,68.8,77.1,
AZE,Azerbaijan,ITU.DDD.10,Households with a computer at home (%),Actual,-,-,-,30.3,,,53.2,60.3,62.4,64.3,63.8,64.1,65.0,75.8,76.2,,71.5
AZE,Azerbaijan,ITU.DDD.11,Households with Internet access at home (%),Actual,-,-,-,45.1,,,71.6,76.2,76.7,77.4,77.8,78.2,79.1,84.8,86.5,,87.8
AZE,Azerbaijan,ITU.DDD.12,"Households with Internet access at home, rural (%)",Actual,-,-,-,29.2,,,,,,,72.3,73.9,74.8,90.1,85.5,,84.2
AZE,Azerbaijan,ITU.DDD.13,"Households with Internet access at home, urban (%)",Actual,-,-,-,58.2,,,,,,,82.3,81.7,82.7,80.4,87.4,,91.6
AZE,Azerbaijan,ITU.DDD.14,Individuals owning a mobile phone (%),Actual,-,-,-,,,,72.4,73.9,74.1,73.4,84.0,83.5,83.5,84.0,84.0,,83.8
AZE,Azerbaijan,ITU.DDD.15,"Individuals using the Internet, total (%)",Actual,-,-,-,46.0,,,73.0,75.0,77.0,78.2,79.0,79.8,81.1,84.6,86.0,,88.0
AZE,Azerbaijan,ITU.DDD.15,"Individuals using the Internet, total (%)",Estimate,-,-,-,,50.0,54.2,,,,,,,,,,88.2,
AZE,Azerbaijan,ITU.DDD.16,International bandwidth per Internet user (kbit/s),Actual,-,-,-,8943.0,13249.3,18283.7,20374.5,25594.0,34233.6,33327.2,45245.8,51100.3,58448.5,79070.8,78036.8,119290.0,
AZE,Azerbaijan,ITU.DDD.17,Internet users: < 15 years as a % of all < 15 years,Actual,-,-,-,16.5,,,,,,,91.9,88.7,87.4,93.5,91.3,,90.4
AZE,Azerbaijan,ITU.DDD.18,Internet users: 15-24 years as a % of all 15-24 years,Actual,-,-,-,78.8,,,,,,,97.5,95.0,95.1,97.6,97.2,,88.4
